model_set,model_key,scope,camera,beach,island,p90,relMAE_all,relMAE_summer,relMAE_season,is_best
tft_new_20260312_215405,10d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0545,0.0471,0.0602,False
tft_new_20260312_215405,10d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0285,0.0296,0.0316,False
tft_new_20260312_215405,10d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0599,0.0857,0.0672,False
tft_new_20260312_215405,10d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0663,,0.0745,False
tft_new_20260312_215405,10d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.1574,0.2673,0.179,False
tft_new_20260312_215405,10d,per_beach,platja-marina,Marina,,10.0,0.0358,0.0529,0.0471,False
tft_new_20260312_215405,10d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0609,,0.0706,False
tft_new_20260312_215405,10d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.114,0.1421,0.1183,False
tft_new_20260312_215405,10d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0104,0.018,0.0162,False
tft_new_20260312_215405,10d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0388,0.0691,0.0621,False
tft_new_20260312_215405,10d,per_beach,es-pujols,Es Pujols,,30.0,0.0394,0.0618,0.0488,False
tft_new_20260312_215405,10d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0194,0.0278,0.0264,False
tft_new_20260312_215405,10d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0292,0.0582,0.0416,False
tft_new_20260312_215405,10d,per_beach,marina,Marina,,10.0,0.0507,0.0384,0.0464,False
tft_new_20260312_215405,10d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0409,,0.0475,False
tft_new_20260312_215405,10d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1334,0.1845,0.1678,False
tft_new_20260312_215405,10d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.002,0.002,0.0022,False
tft_new_20260312_215405,10d,per_beach,port,Port,,6.0,0.0179,0.0253,0.0266,False
tft_new_20260312_215405,10d,per_beach,cala-gat,Cala Gat,,4.0,0.1021,,,False
tft_new_20260312_215405,10d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.0918,,,False
tft_new_20260312_215405,10d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1438,,0.1041,False
tft_new_20260312_215405,10d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0725,,0.0803,False
tft_new_20260312_215405,10d,per_beach,port-pollenca,Port Pollença,,34.0,0.0533,,0.0367,False
tft_new_20260312_215405,10d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0305,,,False
tft_new_20260312_215405,10d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0187,,,False
tft_new_20260312_215405,10d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1698,,0.2001,False
tft_new_20260312_215405,15d,OVERALL,ALL,,,,0.0607,0.0832,0.0708,False
tft_new_20260312_215405,15d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0676,,0.0755,False
tft_new_20260312_215405,15d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.0721,0.0865,0.0806,False
tft_new_20260312_215405,15d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0874,,0.0874,False
tft_new_20260312_215405,15d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0692,,0.0988,False
tft_new_20260312_215405,15d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0419,0.0506,0.0463,False
tft_new_20260312_215405,15d,per_beach,port-dandratx,Brismar,,41.0,0.0514,0.058,0.0516,False
tft_new_20260312_215405,15d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0293,0.0384,0.0333,False
tft_new_20260312_215405,15d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1289,0.1226,0.1289,False
tft_new_20260312_215405,15d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0554,0.0879,0.0665,False
tft_new_20260312_215405,15d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.157,0.1633,0.157,False
tft_new_20260312_215405,15d,per_beach,port-dandratx_2,Brismar,,288.0,0.148,,0.1286,False
tft_new_20260312_215405,15d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0444,0.042,0.0433,False
tft_new_20260312_215405,15d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0586,,0.0637,False
tft_new_20260312_215405,15d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0769,0.0769,0.0676,False
tft_new_20260312_215405,15d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0282,0.0439,0.0293,False
tft_new_20260312_215405,15d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0842,0.071,0.0785,False
tft_new_20260312_215405,15d,per_beach,cala-llamp,Cala Llamp,,25.0,0.054,,,False
tft_new_20260312_215405,15d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0361,,0.0355,False
tft_new_20260312_215405,15d,per_beach,andratx,Brismar,,0.0,0.0005,0.0004,0.0005,False
tft_new_20260312_215405,15d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0634,0.0489,0.0678,False
tft_new_20260312_215405,15d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0291,0.0321,0.0321,False
tft_new_20260312_215405,15d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0703,0.1179,0.0791,False
tft_new_20260312_215405,15d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0722,,0.0809,False
tft_new_20260312_215405,15d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.1934,0.3955,0.2542,False
tft_new_20260312_215405,15d,per_beach,platja-marina,Marina,,10.0,0.04,0.053,0.0536,False
tft_new_20260312_215405,15d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0697,,0.067,False
tft_new_20260312_215405,15d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1484,0.1973,0.1532,False
tft_new_20260312_215405,15d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0134,0.0208,0.0202,False
tft_new_20260312_215405,15d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0467,0.0958,0.0739,False
tft_new_20260312_215405,15d,per_beach,es-pujols,Es Pujols,,30.0,0.051,0.0785,0.0617,False
tft_new_20260312_215405,15d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0228,0.0316,0.033,False
tft_new_20260312_215405,15d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0366,0.0702,0.0506,False
tft_new_20260312_215405,15d,per_beach,marina,Marina,,10.0,0.0634,0.0525,0.0552,False
tft_new_20260312_215405,15d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0493,,0.0542,False
tft_new_20260312_215405,15d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1329,0.1765,0.1575,False
tft_new_20260312_215405,15d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0039,0.0039,0.0045,False
tft_new_20260312_215405,15d,per_beach,port,Port,,6.0,0.0235,0.0397,0.0339,False
tft_new_20260312_215405,15d,per_beach,cala-gat,Cala Gat,,4.0,0.0847,,,False
tft_new_20260312_215405,15d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.1539,,,False
tft_new_20260312_215405,15d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1234,,0.1132,False
tft_new_20260312_215405,15d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0874,,0.1025,False
tft_new_20260312_215405,15d,per_beach,port-pollenca,Port Pollença,,34.0,0.0392,,0.0341,False
tft_new_20260312_215405,15d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0359,,,False
tft_new_20260312_215405,15d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0365,,0.0326,False
tft_new_20260312_215405,15d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1441,,0.1726,False
tft_old_20260312_215417,3d,OVERALL,ALL,,,,0.0494,0.0623,0.0572,False
tft_old_20260312_215417,3d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0685,,0.0723,False
tft_old_20260312_215417,3d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.0603,0.0712,0.0657,False
tft_old_20260312_215417,3d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0728,,0.0728,False
tft_old_20260312_215417,3d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0143,,0.0153,False
tft_old_20260312_215417,3d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0416,0.0522,0.0472,False
tft_old_20260312_215417,3d,per_beach,port-dandratx,Brismar,,41.0,0.0466,0.0498,0.0476,False
tft_old_20260312_215417,3d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.023,0.0252,0.0246,False
tft_old_20260312_215417,3d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1014,0.0975,0.1014,False
tft_old_20260312_215417,3d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0447,0.0679,0.0523,False
tft_old_20260312_215417,3d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.138,0.1415,0.138,False
tft_old_20260312_215417,3d,per_beach,port-dandratx_2,Brismar,,288.0,0.1145,,0.0933,False
tft_old_20260312_215417,3d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.042,0.0355,0.0413,False
tft_old_20260312_215417,3d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0488,,0.0518,False
tft_old_20260312_215417,3d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0662,0.0615,0.0597,False
tft_old_20260312_215417,3d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0239,0.039,0.0245,False
tft_old_20260312_215417,3d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0796,0.0664,0.0733,False
tft_old_20260312_215417,3d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0483,,0.0154,False
tft_old_20260312_215417,3d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0279,,0.0379,False
tft_old_20260312_215417,3d,per_beach,andratx,Brismar,,0.0,0.0001,0.0001,0.0001,False
tft_old_20260312_215417,3d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0487,0.041,0.0515,False
tft_old_20260312_215417,3d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0277,0.0299,0.0307,False
tft_old_20260312_215417,3d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0588,0.0871,0.0655,False
tft_old_20260312_215417,3d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0578,,0.0622,False
tft_old_20260312_215417,3d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.1066,0.1878,0.1429,False
tft_old_20260312_215417,3d,per_beach,platja-marina,Marina,,10.0,0.0362,0.0497,0.047,False
tft_old_20260312_215417,3d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0504,,0.0598,False
tft_old_20260312_215417,3d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1035,0.1365,0.1098,False
tft_old_20260312_215417,3d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0108,0.0176,0.0165,False
tft_old_20260312_215417,3d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0393,0.073,0.0613,False
tft_old_20260312_215417,3d,per_beach,es-pujols,Es Pujols,,30.0,0.0372,0.0546,0.0458,False
tft_old_20260312_215417,3d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0183,0.0267,0.0252,False
tft_old_20260312_215417,3d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0293,0.0569,0.0406,False
tft_old_20260312_215417,3d,per_beach,marina,Marina,,10.0,0.0472,0.0347,0.0426,False
tft_old_20260312_215417,3d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0377,,0.0437,False
tft_old_20260312_215417,3d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1134,0.1506,0.1373,False
tft_old_20260312_215417,3d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0023,0.0025,0.0025,False
tft_old_20260312_215417,3d,per_beach,port,Port,,6.0,0.0183,0.025,0.027,False
tft_old_20260312_215417,3d,per_beach,cala-gat,Cala Gat,,4.0,0.055,,,False
tft_old_20260312_215417,3d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.0583,,,False
tft_old_20260312_215417,3d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1144,,0.1084,False
tft_old_20260312_215417,3d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0807,,0.0961,False
tft_old_20260312_215417,3d,per_beach,port-pollenca,Port Pollença,,34.0,0.0363,,0.0361,False
tft_old_20260312_215417,3d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.0375,,0.398,False
tft_old_20260312_215417,3d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0216,,0.0196,False
tft_old_20260312_215417,3d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1305,,0.1813,False
tft_old_20260312_215417,10d,OVERALL,ALL,,,,0.0591,0.0779,0.0678,False
tft_old_20260312_215417,10d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0708,,0.0741,False
tft_old_20260312_215417,10d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.0729,0.1046,0.0858,False
tft_old_20260312_215417,10d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0778,,0.0778,False
tft_old_20260312_215417,10d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0208,,0.0295,False
tft_old_20260312_215417,10d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0457,0.0567,0.0517,False
tft_old_20260312_215417,10d,per_beach,port-dandratx,Brismar,,41.0,0.054,0.063,0.0549,False
tft_old_20260312_215417,10d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0256,0.031,0.0291,False
tft_old_20260312_215417,10d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1165,0.1457,0.1165,False
tft_old_20260312_215417,10d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0517,0.094,0.0649,False
tft_old_20260312_215417,10d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.1623,0.1721,0.1623,False
tft_old_20260312_215417,10d,per_beach,port-dandratx_2,Brismar,,288.0,0.1343,,0.1306,False
tft_old_20260312_215417,10d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0474,0.0483,0.0459,False
tft_old_20260312_215417,10d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0596,,0.071,False
tft_old_20260312_215417,10d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0776,0.0708,0.0707,False
tft_old_20260312_215417,10d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0262,0.0416,0.0267,False
tft_old_20260312_215417,10d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0866,0.0816,0.0836,False
tft_old_20260312_215417,10d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0395,,,False
tft_old_20260312_215417,10d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0386,,0.0319,False
tft_old_20260312_215417,10d,per_beach,andratx,Brismar,,0.0,0.001,0.0011,0.0011,False
tft_old_20260312_215417,10d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0583,0.0481,0.062,False
tft_old_20260312_215417,10d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0316,0.0327,0.0354,False
tft_old_20260312_215417,10d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0649,0.0944,0.074,False
tft_old_20260312_215417,10d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0616,,0.0684,False
tft_old_20260312_215417,10d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.1803,0.2658,0.1831,False
tft_old_20260312_215417,10d,per_beach,platja-marina,Marina,,10.0,0.0382,0.0581,0.0496,False
tft_old_20260312_215417,10d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0654,,0.0823,False
tft_old_20260312_215417,10d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1219,0.1693,0.1305,False
tft_old_20260312_215417,10d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0132,0.0181,0.019,False
tft_old_20260312_215417,10d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0474,0.0861,0.0752,False
tft_old_20260312_215417,10d,per_beach,es-pujols,Es Pujols,,30.0,0.0431,0.068,0.0532,False
tft_old_20260312_215417,10d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0204,0.0264,0.0269,False
tft_old_20260312_215417,10d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0321,0.0674,0.0447,False
tft_old_20260312_215417,10d,per_beach,marina,Marina,,10.0,0.0599,0.0461,0.0589,False
tft_old_20260312_215417,10d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0406,,0.047,False
tft_old_20260312_215417,10d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1351,0.1673,0.173,False
tft_old_20260312_215417,10d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0033,0.0043,0.0043,False
tft_old_20260312_215417,10d,per_beach,port,Port,,6.0,0.0244,0.0394,0.0372,False
tft_old_20260312_215417,10d,per_beach,cala-gat,Cala Gat,,4.0,0.082,,,False
tft_old_20260312_215417,10d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.0985,,,False
tft_old_20260312_215417,10d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1406,,0.1069,False
tft_old_20260312_215417,10d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0928,,0.1137,False
tft_old_20260312_215417,10d,per_beach,port-pollenca,Port Pollença,,34.0,0.0537,,0.0365,False
tft_old_20260312_215417,10d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.1089,,,False
tft_old_20260312_215417,10d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0272,,,False
tft_old_20260312_215417,10d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1355,,0.1546,False
tft_old_20260312_215417,15d,OVERALL,ALL,,,,0.0597,0.0813,0.0704,False
tft_old_20260312_215417,15d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0732,,0.0823,False
tft_old_20260312_215417,15d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.0722,0.097,0.0808,False
tft_old_20260312_215417,15d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0906,,0.0906,False
tft_old_20260312_215417,15d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0197,,0.0168,False
tft_old_20260312_215417,15d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0434,0.0556,0.0491,False
tft_old_20260312_215417,15d,per_beach,port-dandratx,Brismar,,41.0,0.0565,0.0603,0.057,False
tft_old_20260312_215417,15d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0261,0.031,0.0285,False
tft_old_20260312_215417,15d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1115,0.0984,0.1115,False
tft_old_20260312_215417,15d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.049,0.0769,0.0587,False
tft_old_20260312_215417,15d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.1731,0.1548,0.1731,False
tft_old_20260312_215417,15d,per_beach,port-dandratx_2,Brismar,,288.0,0.1347,,0.1257,False
tft_old_20260312_215417,15d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0492,0.0488,0.0494,False
tft_old_20260312_215417,15d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0592,,0.0654,False
tft_old_20260312_215417,15d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0757,0.0757,0.0707,False
tft_old_20260312_215417,15d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0271,0.0406,0.0276,False
tft_old_20260312_215417,15d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0891,0.0722,0.0816,False
tft_old_20260312_215417,15d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0544,,,False
tft_old_20260312_215417,15d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0281,,0.0325,False
tft_old_20260312_215417,15d,per_beach,andratx,Brismar,,0.0,0.0003,0.0004,0.0004,False
tft_old_20260312_215417,15d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0594,0.0508,0.0648,False
tft_old_20260312_215417,15d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0277,0.0324,0.0299,False
tft_old_20260312_215417,15d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0789,0.1375,0.0893,False
tft_old_20260312_215417,15d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.068,,0.0754,False
tft_old_20260312_215417,15d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.2039,0.3979,0.2685,False
tft_old_20260312_215417,15d,per_beach,platja-marina,Marina,,10.0,0.0369,0.0477,0.0477,False
tft_old_20260312_215417,15d,per_beach,cala-agulla,Cala Agulla,,8.0,0.064,,0.0756,False
tft_old_20260312_215417,15d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1349,0.1703,0.1398,False
tft_old_20260312_215417,15d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0107,0.0175,0.0164,False
tft_old_20260312_215417,15d,per_beach,cala-vedella,Cala Vedella,,144.0,0.041,0.0766,0.0647,False
tft_old_20260312_215417,15d,per_beach,es-pujols,Es Pujols,,30.0,0.0445,0.07,0.0535,False
tft_old_20260312_215417,15d,per_beach,punta-de-sa-galera,Punta de Sa Galera,,16.0,0.0202,0.0284,0.0294,False
tft_old_20260312_215417,15d,per_beach,can-pastilla_mallorca-pipeline,Palma,,47.0,0.0318,0.0683,0.0469,False
tft_old_20260312_215417,15d,per_beach,marina,Marina,,10.0,0.0536,0.0468,0.045,False
tft_old_20260312_215417,15d,per_beach,muro-sector-i,Muro-Sector I,,49.2,0.0439,,0.049,False
tft_old_20260312_215417,15d,per_beach,son-serra-de-marina,Son Serra de Marina,,51.0,0.1436,0.2015,0.1752,False
tft_old_20260312_215417,15d,per_beach,soller-santa-catalina-nord,Port,,1.0,0.0027,0.0034,0.0034,False
tft_old_20260312_215417,15d,per_beach,port,Port,,6.0,0.0228,0.0413,0.034,False
tft_old_20260312_215417,15d,per_beach,cala-gat,Cala Gat,,4.0,0.1321,,,False
tft_old_20260312_215417,15d,per_beach,tora-multimediatres,Playa de Torà,,47.6,0.1521,,,False
tft_old_20260312_215417,15d,per_beach,pacific-bay-tora-multimediatres,Playa de Torà,,70.0,0.1389,,0.1453,False
tft_old_20260312_215417,15d,per_beach,port-pollenca-sail-surf,Port Pollença,,14.0,0.0766,,0.0927,False
tft_old_20260312_215417,15d,per_beach,port-pollenca,Port Pollença,,34.0,0.0415,,0.0361,False
tft_old_20260312_215417,15d,per_beach,cala-millor-1,Cala Millor Son Servera,,6.0,0.018,,,False
tft_old_20260312_215417,15d,per_beach,cala-millor-2,Cala Millor Son Servera,,4.0,0.0313,,0.0717,False
tft_old_20260312_215417,15d,per_beach,palmanova-matias-beach,Playa de Palmanova,,66.6,0.1622,,0.1944,False
tft_train_2022_validate_2025_summer,3d,OVERALL,ALL,,,,0.0517,0.0655,0.0601,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-tora_2,Playa de Torà,,43.0,0.0745,,0.0849,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-palmira_1,Playa de Palmira,,136.0,0.0614,0.0689,0.0685,False
tft_train_2022_validate_2025_summer,3d,per_beach,camp-de-mar_1,Camp de Mar,,286.0,0.0774,,0.0774,False
tft_train_2022_validate_2025_summer,3d,per_beach,camp-de-mar_3,Camp de Mar,,11.0,0.0167,,0.0181,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-portals-vells,Cala Portals Vells,,44.0,0.0406,0.0504,0.0458,False
tft_train_2022_validate_2025_summer,3d,per_beach,port-dandratx,Brismar,,41.0,0.0489,0.0541,0.0502,False
tft_train_2022_validate_2025_summer,3d,per_beach,platja-de-peguera_1,Playa de Palmira,,317.0,0.0239,0.0257,0.0261,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-tora_1,Playa de Torà,,233.0,0.1129,0.1065,0.1129,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-palmira,Playa de Palmira,,149.0,0.0468,0.0717,0.0553,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-magaluf,Playa de Magaluf,,111.0,0.1585,0.1685,0.1585,False
tft_train_2022_validate_2025_summer,3d,per_beach,port-dandratx_2,Brismar,,288.0,0.1214,,0.0972,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-ses-penyes-roges,Playa de ses Penyes Roges,,118.0,0.0427,0.0356,0.0423,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-santa-ponca,Playa de Santa Ponça,,59.9,0.0516,,0.0558,False
tft_train_2022_validate_2025_summer,3d,per_beach,port-dandratx-port_1,Brismar,,32.0,0.0705,0.0651,0.0634,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-fornells_2,Cala Fornells,,51.0,0.0265,0.0445,0.0278,False
tft_train_2022_validate_2025_summer,3d,per_beach,port-dandratx-la-mola_1,Brismar,,108.0,0.0777,0.0707,0.0734,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-llamp,Cala Llamp,,25.0,0.0495,,0.016,False
tft_train_2022_validate_2025_summer,3d,per_beach,camp-de-mar_2,Camp de Mar,,21.0,0.0273,,0.0362,False
tft_train_2022_validate_2025_summer,3d,per_beach,andratx,Brismar,,0.0,0.0,0.0,0.0,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-fornells_1,Cala Fornells,,33.0,0.0541,0.0464,0.0563,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-fornells,Cala Fornells,,26.0,0.0305,0.0322,0.0341,False
tft_train_2022_validate_2025_summer,3d,per_beach,playa-de-tora,Playa de Torà,,121.0,0.0561,0.0785,0.0619,False
tft_train_2022_validate_2025_summer,3d,per_beach,santa-ponca-serra-de-tramuntana_1,Playa de Santa Ponça,,52.0,0.0602,,0.0652,False
tft_train_2022_validate_2025_summer,3d,per_beach,golf-camp-de-mar,Camp de Mar,,148.0,0.108,0.1727,0.1391,False
tft_train_2022_validate_2025_summer,3d,per_beach,platja-marina,Marina,,10.0,0.0349,0.0489,0.0457,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-agulla,Cala Agulla,,8.0,0.0593,,0.0708,False
tft_train_2022_validate_2025_summer,3d,per_beach,can-pastilla-bonaona,Palma,,194.0,0.1096,0.1463,0.1161,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-vedella_1,Cala Vedella,,5.0,0.0118,0.0186,0.0182,False
tft_train_2022_validate_2025_summer,3d,per_beach,cala-vedella,Cala Vedella,,144.0,0.0434,0.0774,0.0675,False
tft_train_2022_validate_2025_summer,3d,per_beach,es-pujols,Es Pujols,,30.0,0.041,0.0626,0.0502,False
